dgp,learner,strategy,n,n_reps,bias,bias_mcse,emp_se,emp_se_mcse,mod_se,mod_se_mcse,rel_se,rel_se_mcse,mse,rmse,coverage,coverage_mcse,mean_ci_length,se_noack_cr,cov_noack_cr
balkus_original,lasso,chiang,400,200,0.07349733274456344,0.0486893256176009,0.6885710463121096,0.034514947814848165,0.6505355778762548,0.04213265332266573,0.9447617371663135,0.07737368333298314,0.47953194373991853,0.6924824501313507,0.92,0.019183326093250873,2.550099465274919,,
balkus_original,lasso,chiang,900,200,0.01852206136356207,0.00805474814646516,0.11391134070230578,0.005709859572104883,0.09209580927031774,0.00223827530735605,0.8084867468200516,0.04503812571428938,0.013318860297752344,0.11540736673952987,0.885,0.022558257911461158,0.36101557233964554,,
balkus_original,lasso,chiang,2500,200,0.006080307924563062,0.003910189415867953,0.05529842903368189,0.002771859784931315,0.046955947196690634,0.00017437495952839596,0.8491370915454053,0.04268004558833654,0.0030948863980506565,0.0556317031740954,0.895,0.021676600286945368,0.18406731301102727,,
balkus_original,lasso,no_cf,400,200,0.019879907230645998,0.008427081426839964,0.1191769284505949,0.00597379963656168,0.11008831856776533,0.0006783723142416801,0.923738512134945,0.046651391907031284,0.014598350986417305,0.12082363587650102,0.94,0.01679285562374667,0.43154620878564004,,
balkus_original,lasso,no_cf,900,200,0.0032770654887970163,0.006321875329637045,0.0894048183080459,0.00448145860158558,0.07355947309132113,0.0003285853561105275,0.8227685541272579,0.041405097442458925,0.008003960694912566,0.08946485731790202,0.895,0.021676600286945368,0.28835313451797884,,
balkus_original,lasso,no_cf,2500,200,0.003215434012505115,0.0037369836451156364,0.052848929532889784,0.002649077469446016,0.04484257745058382,0.00014789011559642137,0.84850493372201,0.04262366811704918,0.002803348368661125,0.05294665587797897,0.91,0.02023610634484806,0.17578290360628857,,
shared_effects,deep_rf,as_iid,400,200,0.8767604594393893,0.13518375546685987,1.9117870039376126,0.09582922347289984,1.9313712633897937,0.11320549235571231,1.0102439546936162,0.07791443678635701,4.423638451661122,2.103244743642813,0.96,0.013856406460551024,7.5709753524879915,,
shared_effects,deep_rf,as_iid,900,200,0.5726350086619643,0.08510846188143,1.2036154106543189,0.06033178901491412,1.2022096785294345,0.07082791084685201,0.9988320753353265,0.07726283013582586,1.7766009099098525,1.3328919348206187,0.975,0.011039701082909813,4.7126619398353835,,
shared_effects,deep_rf,as_iid,2500,200,0.6529078217806734,0.05267296526039006,0.7449082184165051,0.03733887508514752,0.6582696046531981,0.028919898915317745,0.8836922299669618,0.05890118653350496,0.9811768776068353,0.9905437282658627,0.91,0.02023610634484806,2.5804168502405362,,
shared_effects,deep_rf,chiang,400,200,0.70226589965434,0.13502994388870135,1.9096117797387948,0.0957201893360306,1.7812126945230429,0.10575962468389795,0.9327616814170915,0.07247961311100765,4.139794543134487,2.034648506040905,0.925,0.01862458053218917,6.982353762530328,,
shared_effects,deep_rf,chiang,900,200,0.5057150873780244,0.06474608018196318,0.915647847038282,0.04589727933895639,0.962527315094385,0.05171293260877499,1.0511981415210416,0.07724029917371708,1.0941587293876038,1.046020424938062,0.965,0.012995191418367032,3.7731070751699893,,
